"location","target_end_date","target","output_type","output_type_id","oracle_value"
"US National",2019-10-26,"ili perc","quantile",NA,1.8371
"US National",2019-11-02,"ili perc","quantile",NA,2.04094
"US National",2019-11-09,"ili perc","quantile",NA,2.39555
"US National",2019-11-16,"ili perc","quantile",NA,2.63552
"US National",2019-11-23,"ili perc","quantile",NA,2.9012
"US National",2019-11-30,"ili perc","quantile",NA,3.41652
"US National",2019-12-07,"ili perc","quantile",NA,3.26307
"US National",2019-12-14,"ili perc","quantile",NA,3.94668
"US National",2019-12-21,"ili perc","quantile",NA,5.06845
"US National",2019-12-28,"ili perc","quantile",NA,7.07548
"US National",2020-01-04,"ili perc","quantile",NA,5.90501
"US National",2020-01-11,"ili perc","quantile",NA,4.94242
"US National",2020-01-18,"ili perc","quantile",NA,5.33395
"US National",2020-01-25,"ili perc","quantile",NA,6.07547
"US National",2020-02-01,"ili perc","quantile",NA,6.74579
"US National",2020-02-08,"ili perc","quantile",NA,6.80304
"US National",2020-02-15,"ili perc","quantile",NA,6.10673
"US National",2020-02-22,"ili perc","quantile",NA,5.52361
"US National",2020-02-29,"ili perc","quantile",NA,5.12644
"US National",2020-03-07,"ili perc","quantile",NA,5.27422
"US National",2020-03-14,"ili perc","quantile",NA,5.69425
"US National",2020-03-21,"ili perc","quantile",NA,6.39489
"US National",2020-03-28,"ili perc","quantile",NA,4.92879
"US National",2020-04-04,"ili perc","quantile",NA,3.79758
"US National",2020-04-11,"ili perc","quantile",NA,2.79732
"US National",2020-04-18,"ili perc","quantile",NA,2.11841
"US National",2020-04-25,"ili perc","quantile",NA,1.72857
"US National",2020-05-02,"ili perc","quantile",NA,1.40987
"US National",2020-05-09,"ili perc","quantile",NA,1.183
"US National",2020-05-16,"ili perc","quantile",NA,1.08293
"US National",2020-05-23,"ili perc","quantile",NA,0.969111
"US National",2020-05-30,"ili perc","quantile",NA,0.836007
"US National",2020-06-06,"ili perc","quantile",NA,0.769815
"US National",2020-06-13,"ili perc","quantile",NA,0.791466
"US National",2020-06-20,"ili perc","quantile",NA,0.847794
